predicted_Monthly_mean
37.469084821428574
42.62980195657361
53.25592311130979
62.228923999538694
72.82209821428572
78.12103014204874
81.11361607142857
81.39330357142858
69.443469222774
59.851450892857144
48.83554376657825
34.603178155774394
